best_Tx,best_Tz,best_bias,best_reward,best_reward_epoch,closest_bias,closest_bias_epoch,closest_bias_error,epochs,final_mean_Im_eps_d,final_mean_Im_g2,final_mean_Re_eps_d,final_mean_Re_g2,final_reward,n,run_kind,tracking_rmse_Im_eps_d,tracking_rmse_Im_g2,tracking_rmse_Re_eps_d,tracking_rmse_Re_g2
0.3604499253591654,71.95340882938666,199.6210951013228,143.8998249789782,12,200.02206293599153,15,0.022062935991527866,30,-0.10290487111128072,0.013497502611440712,4.349005342744542,1.1527306964479294,142.16353259372036,200.0,no_drift,,,,
0.3583242872751156,71.78347779551052,200.33104186542712,143.3387465338682,17,199.9941422040903,1,0.005857795909690822,30,0.11938753507655486,-0.07237119919203629,4.5530085731079595,1.1215759064928308,-962.8563585331499,200.0,drift,0.09412869959862458,0.04231483371042218,0.08773377858320013,0.0628155530463448
